task_id,sample_id,category,model_a,model_b,completed,current_ratings,judges,choices,model_a_wins,model_b_wins,ties
685,industrial_activity_034_multi,industrial_activity,cogvideo5b,wan21,0,0,,,0,0,0
686,industrial_activity_034_single,industrial_activity,videocrafter,vidu,0,0,,,0,0,0
687,industrial_activity_035_single,industrial_activity,cogfun,jimeng,0,0,,,0,0,0
688,industrial_activity_035_single,industrial_activity,cogfun,videocrafter,0,0,,,0,0,0
689,industrial_activity_035_single,industrial_activity,jimeng,videocrafter,0,0,,,0,0,0
690,industrial_activity_036_single,industrial_activity,cogvideo5b,vidu,0,0,,,0,0,0
691,industrial_activity_037_single,industrial_activity,cogfun,cogvideo5b,0,0,,,0,0,0
692,industrial_activity_037_single,industrial_activity,cogfun,videocrafter,0,0,,,0,0,0
693,industrial_activity_037_single,industrial_activity,cogfun,wan21,0,0,,,0,0,0
694,industrial_activity_037_single,industrial_activity,cogvideo5b,videocrafter,0,0,,,0,0,0
695,industrial_activity_037_single,industrial_activity,cogvideo5b,wan21,0,0,,,0,0,0
696,industrial_activity_037_single,industrial_activity,videocrafter,wan21,0,0,,,0,0,0
697,industrial_activity_038_multi,industrial_activity,cogfun,cogvideo5b,0,0,,,0,0,0
698,industrial_activity_038_single,industrial_activity,kling,vidu,0,0,,,0,0,0
699,industrial_activity_038_single,industrial_activity,kling,wan21,0,0,,,0,0,0
700,industrial_activity_038_single,industrial_activity,vidu,wan21,0,0,,,0,0,0
701,industrial_activity_040_multi,industrial_activity,cogfun,vidu,0,0,,,0,0,0
702,industrial_activity_040_multi,industrial_activity,cogfun,wan21,0,0,,,0,0,0
703,industrial_activity_040_multi,industrial_activity,vidu,wan21,0,0,,,0,0,0
704,industrial_activity_042_single,industrial_activity,cogfun,cogvideo5b,0,0,,,0,0,0
705,industrial_activity_043_single,industrial_activity,cogfun,sora2,0,0,,,0,0,0
706,industrial_activity_044_multi,industrial_activity,cogvideo5b,wan21,0,0,,,0,0,0
707,industrial_activity_044_single,industrial_activity,kling,sora2,0,0,,,0,0,0
708,industrial_activity_045_single,industrial_activity,cogvideo5b,kling,0,0,,,0,0,0
709,industrial_activity_045_single,industrial_activity,cogvideo5b,wan21,0,0,,,0,0,0
710,industrial_activity_045_single,industrial_activity,kling,wan21,0,0,,,0,0,0
711,industrial_activity_047_multi,industrial_activity,cogfun,cogvideo5b,0,0,,,0,0,0
712,industrial_activity_047_multi,industrial_activity,cogfun,kling,0,0,,,0,0,0
713,industrial_activity_047_multi,industrial_activity,cogfun,wan21,0,0,,,0,0,0
714,industrial_activity_047_multi,industrial_activity,cogvideo5b,kling,0,0,,,0,0,0
715,industrial_activity_047_multi,industrial_activity,cogvideo5b,wan21,0,0,,,0,0,0
716,industrial_activity_047_multi,industrial_activity,kling,wan21,0,0,,,0,0,0
717,industrial_activity_057_multi,industrial_activity,cogfun,videocrafter,0,0,,,0,0,0
718,industrial_activity_057_multi,industrial_activity,cogfun,vidu,0,0,,,0,0,0
719,industrial_activity_057_multi,industrial_activity,videocrafter,vidu,0,0,,,0,0,0
720,industrial_activity_059_multi,industrial_activity,videocrafter,vidu,0,0,,,0,0,0
721,industrial_activity_059_multi,industrial_activity,videocrafter,wan21,0,0,,,0,0,0
722,industrial_activity_059_multi,industrial_activity,vidu,wan21,0,0,,,0,0,0
723,industrial_activity_063_multi,industrial_activity,cogfun,vidu,0,0,,,0,0,0
724,landscape_001_single,landscape,videocrafter,wan21,0,0,,,0,0,0
725,landscape_002_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
726,landscape_002_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
727,landscape_002_single,landscape,vidu,wan21,0,0,,,0,0,0
728,landscape_003_multi,landscape,cogvideo5b,vidu,0,0,,,0,0,0
729,landscape_003_single,landscape,cogfun,vidu,0,0,,,0,0,0
730,landscape_003_single,landscape,cogfun,wan21,0,0,,,0,0,0
731,landscape_003_single,landscape,vidu,wan21,0,0,,,0,0,0
732,landscape_004_multi,landscape,kling,sora2,0,0,,,0,0,0
733,landscape_004_multi,landscape,kling,wan21,0,0,,,0,0,0
734,landscape_004_multi,landscape,sora2,wan21,0,0,,,0,0,0
735,landscape_004_single,landscape,cogfun,vidu,0,0,,,0,0,0
736,landscape_006_single,landscape,jimeng,kling,0,0,,,0,0,0
737,landscape_006_single,landscape,jimeng,vidu,0,0,,,0,0,0
738,landscape_006_single,landscape,jimeng,wan21,0,0,,,0,0,0
739,landscape_006_single,landscape,kling,vidu,0,0,,,0,0,0
740,landscape_006_single,landscape,kling,wan21,0,0,,,0,0,0
741,landscape_006_single,landscape,vidu,wan21,0,0,,,0,0,0
742,landscape_007_single,landscape,vidu,wan21,0,0,,,0,0,0
743,landscape_008_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
744,landscape_009_multi,landscape,jimeng,kling,0,0,,,0,0,0
745,landscape_009_multi,landscape,jimeng,videocrafter,0,0,,,0,0,0
746,landscape_009_multi,landscape,kling,videocrafter,0,0,,,0,0,0
747,landscape_010_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
748,landscape_010_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
749,landscape_010_single,landscape,vidu,wan21,0,0,,,0,0,0
750,landscape_011_multi,landscape,cogvideo5b,vidu,0,0,,,0,0,0
751,landscape_011_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
752,landscape_012_multi,landscape,cogfun,vidu,0,0,,,0,0,0
753,landscape_012_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
754,landscape_013_multi,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
755,landscape_013_multi,landscape,cogfun,wan21,0,0,,,0,0,0
756,landscape_013_multi,landscape,cogvideo5b,wan21,0,0,,,0,0,0
757,landscape_013_single,landscape,kling,vidu,0,0,,,0,0,0
758,landscape_013_single,landscape,kling,wan21,0,0,,,0,0,0
759,landscape_013_single,landscape,vidu,wan21,0,0,,,0,0,0
760,landscape_016_single,landscape,cogvideo5b,jimeng,0,0,,,0,0,0
761,landscape_016_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
762,landscape_016_single,landscape,jimeng,vidu,0,0,,,0,0,0
763,landscape_017_single,landscape,vidu,wan21,0,0,,,0,0,0
764,landscape_018_multi,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
765,landscape_018_multi,landscape,cogfun,vidu,0,0,,,0,0,0
766,landscape_018_multi,landscape,cogvideo5b,vidu,0,0,,,0,0,0
767,landscape_018_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
768,landscape_020_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
769,landscape_020_single,landscape,cogfun,vidu,0,0,,,0,0,0
770,landscape_020_single,landscape,cogfun,wan21,0,0,,,0,0,0
771,landscape_020_single,landscape,videocrafter,vidu,0,0,,,0,0,0
772,landscape_020_single,landscape,videocrafter,wan21,0,0,,,0,0,0
773,landscape_020_single,landscape,vidu,wan21,0,0,,,0,0,0
774,landscape_021_multi,landscape,videocrafter,wan21,0,0,,,0,0,0
775,landscape_021_single,landscape,cogvideo5b,sora2,0,0,,,0,0,0
776,landscape_022_single,landscape,cogvideo5b,kling,0,0,,,0,0,0
777,landscape_022_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
778,landscape_022_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
779,landscape_022_single,landscape,kling,videocrafter,0,0,,,0,0,0
780,landscape_022_single,landscape,kling,wan21,0,0,,,0,0,0
781,landscape_022_single,landscape,videocrafter,wan21,0,0,,,0,0,0
782,landscape_023_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
783,landscape_023_single,landscape,cogfun,kling,0,0,,,0,0,0
784,landscape_023_single,landscape,cogvideo5b,kling,0,0,,,0,0,0
785,landscape_024_single,landscape,videocrafter,vidu,0,0,,,0,0,0
786,landscape_024_single,landscape,videocrafter,wan21,0,0,,,0,0,0
787,landscape_024_single,landscape,vidu,wan21,0,0,,,0,0,0
788,landscape_025_multi,landscape,cogfun,wan21,0,0,,,0,0,0
789,landscape_025_single,landscape,kling,wan21,0,0,,,0,0,0
790,landscape_026_single,landscape,cogfun,wan21,0,0,,,0,0,0
791,landscape_027_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
792,landscape_029_multi,landscape,videocrafter,vidu,0,0,,,0,0,0
793,landscape_029_multi,landscape,videocrafter,wan21,0,0,,,0,0,0
794,landscape_029_multi,landscape,vidu,wan21,0,0,,,0,0,0
795,landscape_029_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
796,landscape_029_single,landscape,cogfun,vidu,0,0,,,0,0,0
797,landscape_029_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
798,landscape_030_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
799,landscape_032_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
800,landscape_032_single,landscape,cogfun,vidu,0,0,,,0,0,0
801,landscape_032_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
802,landscape_033_single,landscape,cogfun,jimeng,0,0,,,0,0,0
803,landscape_034_multi,landscape,cogfun,videocrafter,0,0,,,0,0,0
804,landscape_034_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
805,landscape_035_single,landscape,cogfun,jimeng,0,0,,,0,0,0
806,landscape_035_single,landscape,cogfun,kling,0,0,,,0,0,0
807,landscape_035_single,landscape,jimeng,kling,0,0,,,0,0,0
808,landscape_036_multi,landscape,videocrafter,vidu,0,0,,,0,0,0
809,landscape_036_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
810,landscape_036_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
811,landscape_036_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
812,landscape_037_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
813,landscape_037_single,landscape,cogfun,sora2,0,0,,,0,0,0
814,landscape_037_single,landscape,cogvideo5b,sora2,0,0,,,0,0,0
815,landscape_038_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
816,landscape_039_single,landscape,cogfun,jimeng,0,0,,,0,0,0
817,landscape_039_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
818,landscape_039_single,landscape,cogfun,vidu,0,0,,,0,0,0
819,landscape_039_single,landscape,jimeng,videocrafter,0,0,,,0,0,0
820,landscape_039_single,landscape,jimeng,vidu,0,0,,,0,0,0
821,landscape_039_single,landscape,videocrafter,vidu,0,0,,,0,0,0
822,landscape_040_single,landscape,cogvideo5b,kling,0,0,,,0,0,0
823,landscape_040_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
824,landscape_040_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
825,landscape_040_single,landscape,kling,vidu,0,0,,,0,0,0
826,landscape_040_single,landscape,kling,wan21,0,0,,,0,0,0
827,landscape_040_single,landscape,vidu,wan21,0,0,,,0,0,0
828,landscape_041_multi,landscape,cogfun,videocrafter,0,0,,,0,0,0
829,landscape_041_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
830,landscape_041_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
831,landscape_041_single,landscape,vidu,wan21,0,0,,,0,0,0
832,landscape_042_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
833,landscape_042_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
834,landscape_042_single,landscape,videocrafter,wan21,0,0,,,0,0,0
835,landscape_043_multi,landscape,cogvideo5b,sora2,0,0,,,0,0,0
836,landscape_043_multi,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
837,landscape_043_multi,landscape,sora2,videocrafter,0,0,,,0,0,0
838,landscape_043_single,landscape,kling,sora2,0,0,,,0,0,0
839,landscape_043_single,landscape,kling,videocrafter,0,0,,,0,0,0
840,landscape_043_single,landscape,kling,vidu,0,0,,,0,0,0
841,landscape_043_single,landscape,sora2,videocrafter,0,0,,,0,0,0
842,landscape_043_single,landscape,sora2,vidu,0,0,,,0,0,0
843,landscape_043_single,landscape,videocrafter,vidu,0,0,,,0,0,0
844,landscape_044_multi,landscape,cogfun,vidu,0,0,,,0,0,0
845,landscape_044_multi,landscape,cogfun,wan21,0,0,,,0,0,0
846,landscape_044_multi,landscape,vidu,wan21,0,0,,,0,0,0
847,landscape_047_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
848,landscape_048_multi,landscape,cogvideo5b,kling,0,0,,,0,0,0
849,landscape_048_multi,landscape,cogvideo5b,vidu,0,0,,,0,0,0
850,landscape_048_multi,landscape,kling,vidu,0,0,,,0,0,0
851,landscape_048_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
852,landscape_048_single,landscape,cogfun,kling,0,0,,,0,0,0
853,landscape_048_single,landscape,cogvideo5b,kling,0,0,,,0,0,0
854,landscape_050_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
855,landscape_050_single,landscape,cogfun,wan21,0,0,,,0,0,0
856,landscape_050_single,landscape,videocrafter,wan21,0,0,,,0,0,0
857,landscape_051_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
858,landscape_051_single,landscape,cogfun,sora2,0,0,,,0,0,0
859,landscape_051_single,landscape,cogvideo5b,sora2,0,0,,,0,0,0
860,landscape_052_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
861,landscape_052_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
862,landscape_052_single,landscape,videocrafter,vidu,0,0,,,0,0,0
863,landscape_053_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
864,landscape_054_multi,landscape,cogvideo5b,vidu,0,0,,,0,0,0
865,landscape_056_single,landscape,videocrafter,vidu,0,0,,,0,0,0
866,landscape_057_multi,landscape,cogvideo5b,kling,0,0,,,0,0,0
867,landscape_057_single,landscape,cogfun,wan21,0,0,,,0,0,0
868,landscape_058_single,landscape,cogvideo5b,kling,0,0,,,0,0,0
869,landscape_059_multi,landscape,cogfun,kling,0,0,,,0,0,0
870,landscape_059_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
871,landscape_059_single,landscape,cogfun,vidu,0,0,,,0,0,0
872,landscape_059_single,landscape,videocrafter,vidu,0,0,,,0,0,0
873,landscape_060_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
874,landscape_061_single,landscape,videocrafter,wan21,0,0,,,0,0,0
875,landscape_062_multi,landscape,cogfun,wan21,0,0,,,0,0,0
876,landscape_062_single,landscape,cogfun,wan21,0,0,,,0,0,0
877,landscape_063_multi,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
878,landscape_063_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
879,landscape_063_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
880,landscape_063_single,landscape,vidu,wan21,0,0,,,0,0,0
881,landscape_064_multi,landscape,cogfun,vidu,0,0,,,0,0,0
882,landscape_064_multi,landscape,cogfun,wan21,0,0,,,0,0,0
883,landscape_064_multi,landscape,vidu,wan21,0,0,,,0,0,0
884,landscape_064_single,landscape,vidu,wan21,0,0,,,0,0,0
885,landscape_065_single,landscape,cogfun,kling,0,0,,,0,0,0
886,landscape_066_single,landscape,cogfun,vidu,0,0,,,0,0,0
887,landscape_067_single,landscape,kling,vidu,0,0,,,0,0,0
888,landscape_067_single,landscape,kling,wan21,0,0,,,0,0,0
889,landscape_067_single,landscape,vidu,wan21,0,0,,,0,0,0
890,landscape_068_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
891,landscape_068_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
892,landscape_068_single,landscape,videocrafter,vidu,0,0,,,0,0,0
893,landscape_070_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
894,landscape_070_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
895,landscape_070_single,landscape,vidu,wan21,0,0,,,0,0,0
896,landscape_071_single,landscape,cogfun,wan21,0,0,,,0,0,0
897,landscape_073_single,landscape,cogvideo5b,kling,0,0,,,0,0,0
898,landscape_074_single,landscape,cogfun,vidu,0,0,,,0,0,0
899,landscape_074_single,landscape,cogfun,wan21,0,0,,,0,0,0
900,landscape_074_single,landscape,vidu,wan21,0,1,Judge-01,wan21,0,1,0
901,landscape_075_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
902,landscape_077_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
903,landscape_078_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
904,landscape_078_single,landscape,cogfun,wan21,0,0,,,0,0,0
905,landscape_078_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
906,landscape_079_single,landscape,cogfun,kling,0,0,,,0,0,0
907,landscape_079_single,landscape,cogfun,videocrafter,0,0,,,0,0,0
908,landscape_079_single,landscape,kling,videocrafter,0,0,,,0,0,0
909,landscape_080_single,landscape,sora2,wan21,0,0,,,0,0,0
910,landscape_081_single,landscape,cogvideo5b,videocrafter,0,0,,,0,0,0
911,landscape_083_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
912,landscape_083_single,landscape,cogfun,kling,0,0,,,0,0,0
913,landscape_083_single,landscape,cogfun,wan21,0,0,,,0,0,0
914,landscape_083_single,landscape,cogvideo5b,kling,0,0,,,0,0,0
915,landscape_083_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
916,landscape_083_single,landscape,kling,wan21,0,0,,,0,0,0
917,landscape_084_single,landscape,cogfun,kling,0,0,,,0,0,0
918,landscape_084_single,landscape,cogfun,sora2,0,0,,,0,0,0
919,landscape_084_single,landscape,kling,sora2,0,0,,,0,0,0
920,landscape_086_single,landscape,cogfun,cogvideo5b,0,0,,,0,0,0
921,landscape_086_single,landscape,cogfun,wan21,0,0,,,0,0,0
922,landscape_086_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
923,landscape_087_single,landscape,cogvideo5b,vidu,0,0,,,0,0,0
924,landscape_087_single,landscape,cogvideo5b,wan21,0,0,,,0,0,0
925,landscape_087_single,landscape,vidu,wan21,0,0,,,0,0,0
926,people_daily_001_multi,people_daily,jimeng,kling,0,0,,,0,0,0
927,people_daily_001_multi,people_daily,jimeng,vidu,0,0,,,0,0,0
928,people_daily_001_multi,people_daily,kling,vidu,0,0,,,0,0,0
929,people_daily_001_single,people_daily,vidu,wan21,0,0,,,0,0,0
930,people_daily_004_single,people_daily,sora2,vidu,0,0,,,0,0,0
931,people_daily_005_multi,people_daily,cogfun,wan21,0,0,,,0,0,0
932,people_daily_005_single,people_daily,cogfun,videocrafter,0,0,,,0,0,0
933,people_daily_005_single,people_daily,cogfun,wan21,0,0,,,0,0,0
934,people_daily_005_single,people_daily,videocrafter,wan21,0,0,,,0,0,0
935,people_daily_006_multi,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
936,people_daily_006_multi,people_daily,cogfun,wan21,0,0,,,0,0,0
937,people_daily_006_multi,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
938,people_daily_006_single,people_daily,jimeng,vidu,0,0,,,0,0,0
939,people_daily_007_single,people_daily,kling,vidu,0,0,,,0,0,0
940,people_daily_008_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
941,people_daily_010_single,people_daily,jimeng,sora2,0,0,,,0,0,0
942,people_daily_010_single,people_daily,jimeng,vidu,0,0,,,0,0,0
943,people_daily_010_single,people_daily,sora2,vidu,0,0,,,0,0,0
944,people_daily_012_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
945,people_daily_016_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
946,people_daily_017_multi,people_daily,vidu,wan21,0,0,,,0,0,0
947,people_daily_017_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
948,people_daily_019_multi,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
949,people_daily_019_single,people_daily,kling,sora2,0,0,,,0,0,0
950,people_daily_019_single,people_daily,kling,vidu,0,0,,,0,0,0
951,people_daily_019_single,people_daily,kling,wan21,0,0,,,0,0,0
952,people_daily_019_single,people_daily,sora2,vidu,0,0,,,0,0,0
953,people_daily_019_single,people_daily,sora2,wan21,0,0,,,0,0,0
954,people_daily_019_single,people_daily,vidu,wan21,0,0,,,0,0,0
955,people_daily_020_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
956,people_daily_020_single,people_daily,cogfun,videocrafter,0,0,,,0,0,0
957,people_daily_020_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
958,people_daily_021_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
959,people_daily_022_single,people_daily,cogfun,wan21,0,0,,,0,0,0
960,people_daily_023_single,people_daily,cogfun,kling,0,0,,,0,0,0
961,people_daily_024_single,people_daily,cogfun,videocrafter,0,0,,,0,0,0
962,people_daily_024_single,people_daily,cogfun,wan21,0,0,,,0,0,0
963,people_daily_024_single,people_daily,videocrafter,wan21,0,0,,,0,0,0
964,people_daily_025_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
965,people_daily_025_single,people_daily,cogfun,vidu,0,0,,,0,0,0
966,people_daily_025_single,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
967,people_daily_026_single,people_daily,kling,sora2,0,0,,,0,0,0
968,people_daily_027_single,people_daily,cogfun,vidu,0,0,,,0,0,0
969,people_daily_028_single,people_daily,cogfun,sora2,0,0,,,0,0,0
970,people_daily_028_single,people_daily,cogfun,vidu,0,0,,,0,0,0
971,people_daily_028_single,people_daily,cogfun,wan21,0,0,,,0,0,0
972,people_daily_028_single,people_daily,sora2,vidu,0,0,,,0,0,0
973,people_daily_028_single,people_daily,sora2,wan21,0,0,,,0,0,0
974,people_daily_028_single,people_daily,vidu,wan21,0,0,,,0,0,0
975,people_daily_030_multi,people_daily,cogvideo5b,sora2,0,0,,,0,0,0
976,people_daily_030_single,people_daily,cogfun,jimeng,0,0,,,0,0,0
977,people_daily_030_single,people_daily,cogfun,vidu,0,0,,,0,0,0
978,people_daily_030_single,people_daily,jimeng,vidu,0,0,,,0,0,0
979,people_daily_031_single,people_daily,videocrafter,wan21,0,0,,,0,0,0
980,people_daily_032_single,people_daily,kling,wan21,0,0,,,0,0,0
981,people_daily_033_multi,people_daily,jimeng,vidu,0,0,,,0,0,0
982,people_daily_033_multi,people_daily,jimeng,wan21,0,0,,,0,0,0
983,people_daily_033_multi,people_daily,vidu,wan21,0,0,,,0,0,0
984,people_daily_033_single,people_daily,cogfun,vidu,0,0,,,0,0,0
985,people_daily_034_single,people_daily,cogfun,kling,0,0,,,0,0,0
986,people_daily_034_single,people_daily,cogfun,videocrafter,0,0,,,0,0,0
987,people_daily_034_single,people_daily,kling,videocrafter,0,0,,,0,0,0
988,people_daily_035_multi,people_daily,cogfun,wan21,0,0,,,0,0,0
989,people_daily_035_single,people_daily,sora2,vidu,0,0,,,0,0,0
990,people_daily_036_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
991,people_daily_036_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
992,people_daily_036_single,people_daily,kling,videocrafter,0,0,,,0,0,0
993,people_daily_037_single,people_daily,cogfun,kling,0,0,,,0,0,0
994,people_daily_037_single,people_daily,cogfun,wan21,0,0,,,0,0,0
995,people_daily_037_single,people_daily,kling,wan21,0,0,,,0,0,0
996,people_daily_038_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
997,people_daily_038_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
998,people_daily_038_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
999,people_daily_038_single,people_daily,kling,videocrafter,0,0,,,0,0,0
1000,people_daily_038_single,people_daily,kling,wan21,0,0,,,0,0,0
1001,people_daily_038_single,people_daily,videocrafter,wan21,0,0,,,0,0,0
1002,people_daily_039_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
1003,people_daily_040_single,people_daily,cogfun,sora2,0,0,,,0,0,0
1004,people_daily_040_single,people_daily,cogfun,vidu,0,0,,,0,0,0
1005,people_daily_040_single,people_daily,sora2,vidu,0,0,,,0,0,0
1006,people_daily_041_single,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
1007,people_daily_042_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1008,people_daily_042_single,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
1009,people_daily_042_single,people_daily,kling,vidu,0,0,,,0,0,0
1010,people_daily_043_multi,people_daily,cogvideo5b,sora2,0,0,,,0,0,0
1011,people_daily_043_multi,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
1012,people_daily_043_multi,people_daily,sora2,vidu,0,0,,,0,0,0
1013,people_daily_044_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1014,people_daily_044_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
1015,people_daily_044_single,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
1016,people_daily_044_single,people_daily,kling,videocrafter,0,0,,,0,0,0
1017,people_daily_044_single,people_daily,kling,vidu,0,0,,,0,0,0
1018,people_daily_044_single,people_daily,videocrafter,vidu,0,0,,,0,0,0
1019,people_daily_045_single,people_daily,cogfun,vidu,0,0,,,0,0,0
1020,people_daily_046_single,people_daily,cogfun,kling,0,0,,,0,0,0
1021,people_daily_046_single,people_daily,cogfun,sora2,0,0,,,0,0,0
1022,people_daily_046_single,people_daily,cogfun,vidu,0,0,,,0,0,0
1023,people_daily_046_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1024,people_daily_046_single,people_daily,kling,sora2,0,0,,,0,0,0
1025,people_daily_046_single,people_daily,kling,vidu,0,0,,,0,0,0
1026,people_daily_046_single,people_daily,kling,wan21,0,0,,,0,0,0
1027,people_daily_046_single,people_daily,sora2,vidu,0,0,,,0,0,0
1028,people_daily_046_single,people_daily,sora2,wan21,0,0,,,0,0,0
1029,people_daily_046_single,people_daily,vidu,wan21,0,0,,,0,0,0
1030,people_daily_047_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
1031,people_daily_048_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
1032,people_daily_048_single,people_daily,cogfun,kling,0,0,,,0,0,0
1033,people_daily_048_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1034,people_daily_048_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1035,people_daily_048_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
1036,people_daily_048_single,people_daily,kling,wan21,0,0,,,0,0,0
1037,people_daily_049_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1038,people_daily_049_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
1039,people_daily_049_single,people_daily,kling,videocrafter,0,0,,,0,0,0
1040,people_daily_050_multi,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
1041,people_daily_050_single,people_daily,cogfun,kling,0,0,,,0,0,0
1042,people_daily_050_single,people_daily,cogfun,sora2,0,0,,,0,0,0
1043,people_daily_050_single,people_daily,kling,sora2,0,0,,,0,0,0
1044,people_daily_051_single,people_daily,cogfun,jimeng,0,0,,,0,0,0
1045,people_daily_051_single,people_daily,cogfun,kling,0,0,,,0,0,0
1046,people_daily_051_single,people_daily,jimeng,kling,0,0,,,0,0,0
1047,people_daily_052_single,people_daily,cogfun,kling,0,0,,,0,0,0
1048,people_daily_053_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
1049,people_daily_053_single,people_daily,cogfun,kling,0,0,,,0,0,0
1050,people_daily_053_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1051,people_daily_053_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1052,people_daily_053_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
1053,people_daily_053_single,people_daily,kling,wan21,0,0,,,0,0,0
1054,people_daily_054_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
